,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
3996,Don't Tell Mom the Babysitter's Dead,1991,6.3,"31,676",Comedy,102 ,Film,PG-13,-,Mild,None,Moderate,Moderate,None
3998,The Judge,2014,7.4,"185,410","Crime, Drama",141 ,Film,R,-,Mild,None,Moderate,Mild,None
3999,The Imaginarium of Doctor Parnassus,2009,6.8,"146,954","Adventure, Comedy, Fantasy",123 ,Film,PG-13,-,Mild,Moderate,Mild,Moderate,Moderate
4000,The Chronicles of Narnia: Prince Caspian,2008,6.5,"201,807","Action, Adventure, Family",150 ,Film,PG,-,None,Moderate,None,None,Moderate
4001,The Little Girl Who Lives Down the Lane,1976,7.0,"14,452","Drama, Horror, Mystery",91 ,Film,PG,-,Moderate,Moderate,Mild,Mild,Moderate
4002,Billy Elliot,2000,7.7,"130,745","Drama, Music",110 ,Film,R,-,Mild,Mild,Severe,Mild,Mild
4003,Carriers,2009,6.0,"45,437","Action, Adventure, Drama",85 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Mild
4004,Red Riding Hood,2011,5.5,"110,201","Fantasy, Horror, Mystery",100 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4005,According to Jim,2011,6.4,"35,174","Comedy, Romance",30 ,Series,TV-PG,182,Mild,Mild,Mild,Mild,None
4006,Rurôni Kenshin: Sai shûshô - The Beginning,2021,7.5,"5,981","Action, Adventure, Drama",137 ,Film,TV-MA,-,None,Severe,None,Mild,Mild
4007,Prozac Nation,2001,6.3,"17,724","Biography, Drama, Romance",95 ,Film,R,-,Mild,None,Mild,Mild,Mild
4008,Finding Dory,2016,7.3,"255,557","Animation, Adventure, Comedy",97 ,Film,PG,-,None,None,None,None,Mild
4009,Society,1989,6.5,"16,926","Comedy, Horror",99 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
4010,Kings,2017,5.1,"3,345","Crime, Drama, Romance",86 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
4011,White House Down,2013,6.3,"213,712","Action, Drama, Thriller",131 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
4013,On the Basis of Sex,2018,7.1,"32,093","Biography, Drama",120 ,Film,PG-13,-,None,None,Mild,Mild,None
4015,Midnight Cowboy,1969,7.8,"106,739",Drama,113 ,Film,X,-,Severe,Moderate,Moderate,Mild,Moderate
4018,Whip It,2009,6.9,"65,845","Drama, Sport",111 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Mild
4019,Tales of Halloween,2015,5.5,"12,568","Adventure, Comedy, Fantasy",97 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
4020,Breathe,2017,7.2,"20,767","Biography, Drama, Romance",118 ,Film,PG-13,-,None,Mild,Mild,Mild,Moderate
4021,Brimstone,2016,7.1,"38,672","Drama, Mystery, Thriller",148 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
4023,The Time Machine,2002,6.0,"121,826","Action, Adventure, Sci-Fi",96 ,Film,PG-13,-,None,Mild,Mild,None,Mild
4024,Perfect,1985,4.6,"5,077","Drama, Romance",115 ,Film,R,-,Mild,None,Moderate,Mild,None
4026,Only the Brave,2017,7.6,"63,918","Action, Biography, Drama",134 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Moderate
4027,Margin Call,2011,7.1,"122,482","Drama, Thriller",107 ,Film,R,-,None,None,Severe,Mild,None
4028,The Thundermans,2011,5.8,"4,255","Action, Comedy, Drama",23 ,Series,TV-G,98,None,Mild,None,None,Mild
4029,Star Trek II: The Wrath of Khan,1982,7.7,"116,792","Action, Adventure, Sci-Fi",113 ,Film,PG,-,None,Moderate,Mild,Mild,Moderate
4030,The General's Daughter,1999,6.4,"56,455","Crime, Drama, Mystery",116 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
4031,Philadelphia,1993,7.7,"232,616",Drama,125 ,Film,PG-13,-,Mild,None,Moderate,Mild,Mild
4032,Slender Man,2018,3.2,"31,629","Horror, Mystery, Thriller",93 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4033,Ghost Rider: Spirit of Vengeance,2011,4.3,"115,071","Action, Fantasy, Thriller",96 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4034,Gypsy,2017,6.8,"15,367","Drama, Thriller",51 ,Series,TV-MA,10,Moderate,Mild,Mild,Moderate,None
4035,Dead Silence,2007,6.2,"90,723","Horror, Mystery, Thriller",89 ,Film,R,-,None,Moderate,Mild,Mild,Severe
4036,Rudy,1993,7.5,"60,323","Biography, Drama, Sport",114 ,Film,PG,-,None,Mild,Moderate,Mild,Mild
4037,A Fish Called Wanda,1988,7.5,"137,094","Comedy, Crime",108 ,Film,R,-,Moderate,Mild,Moderate,Mild,None
4038,Lord of War,2005,7.6,"303,622","Action, Crime, Drama",122 ,Film,R,-,Moderate,Severe,Severe,Severe,Moderate
4039,Mask,1985,7.2,"27,569","Biography, Drama",120 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Moderate
4040,Alex Rider,1985,7.6,"10,190","Action, Adventure, Drama",45 ,Series,TV-14,10,Mild,Mild,Mild,Mild,Moderate
4041,The Quick and the Dead,1995,6.4,"89,706","Action, Romance, Thriller",107 ,Film,R,-,Mild,Severe,Mild,Mild,Moderate
4042,Never Been Kissed,1999,6.1,"86,966","Comedy, Drama, Romance",107 ,Film,PG-13,-,Mild,None,Mild,Mild,None
4043,Miss Congeniality,2000,6.3,"197,452","Action, Comedy, Crime",109 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
4044,From Hell,2001,6.8,"150,921","Horror, Mystery, Thriller",122 ,Film,R,-,Severe,Severe,Moderate,Moderate,Severe
4045,The Poughkeepsie Tapes,2007,6.0,"17,759","Horror, Mystery, Thriller",81 ,Film,R,-,Severe,Severe,Mild,None,Severe
4046,Big Love,2007,7.6,"20,898",Drama,60 ,Series,TV-MA,53,Moderate,Moderate,Moderate,Mild,Moderate
4047,Belle,2013,7.3,"29,490","Biography, Drama, Romance",100 ,Film,PG,-,None,Mild,Mild,Mild,Mild
4048,Sliders,2013,7.4,"17,567","Adventure, Fantasy, Sci-Fi",60 ,Series,TV-PG,87,None,Mild,Mild,Mild,Mild
4049,The Beverly Hillbillies,1993,5.0,"18,032","Comedy, Family",92 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
4051,Mike & Molly,2021,6.4,"24,086",Comedy,30 ,Series,TV-14,127,Moderate,None,Moderate,Moderate,None
4053,Melissa & Joey,2021,7.0,"18,234","Comedy, Romance",30 ,Series,TV-14,104,Mild,None,Mild,Mild,None
4055,"Yes, God, Yes",2019,6.1,"13,074","Comedy, Drama",78 ,Film,R,-,Moderate,None,Mild,Mild,None
4059,Wander,2020,4.9,"8,064",Thriller,94 ,Film,R,-,None,Mild,None,Mild,Moderate
4060,L'amica geniale,2020,8.6,"11,537",Drama,60 ,Series,TV-MA,20,Moderate,Moderate,Mild,Mild,Moderate
4062,The Professor and the Madman,2019,7.3,"40,879","Biography, Drama",124 ,Film,Not Rated,-,None,Moderate,None,None,Mild
4063,Land,2021,6.6,"5,742","Adventure, Drama",89 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
4064,Majo no takkyûbin,1989,7.9,"133,758","Animation, Adventure, Drama",103 ,Film,G,-,None,None,None,None,None
4065,Alice Through the Looking Glass,2016,6.2,"100,442","Adventure, Family, Fantasy",113 ,Film,PG,-,None,Mild,None,None,Mild
4066,Flatliners,1990,6.6,"83,704","Drama, Horror, Sci-Fi",115 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
4067,Pitch Black,2000,7.1,"231,880","Action, Horror, Sci-Fi",109 ,Film,R,-,None,Moderate,Moderate,Mild,Severe
4068,Devil,2010,6.2,"140,079","Horror, Mystery, Thriller",80 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe
4070,Friends: The Reunion,2021,8.1,"52,354","Documentary, Biography, Comedy",104 ,Film,TV-14,-,None,None,Mild,None,None
4071,R.I.P.D.,2013,5.6,"124,870","Action, Adventure, Comedy",96 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
4072,The Hangover Part III,2013,5.8,"303,010","Comedy, Crime",100 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
4073,Deadly Class,2013,7.6,"15,628","Action, Adventure, Comedy",60 ,Series,TV-MA,10,Moderate,Severe,Severe,Severe,Moderate
4074,Body Heat,1981,7.4,"33,458","Crime, Drama, Romance",113 ,Film,R,-,Moderate,Mild,Mild,Mild,Mild
4075,Wild at Heart,1990,7.2,"89,151","Comedy, Crime, Drama",125 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
4076,The Darkest Hour,2011,4.9,"59,878","Action, Adventure, Horror",89 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
4077,Sex Drive,2008,6.5,"86,059","Comedy, Romance",109 ,Film,R,-,Severe,Mild,Severe,Moderate,Mild
4078,Wu Assassins,2019,6.4,"11,167","Action, Crime, Drama",44 ,Series,TV-MA,10,None,Moderate,Moderate,Mild,Mild
4079,Hellraiser III: Hell on Earth,1992,5.5,"29,195",Horror,97 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
4080,Teen Titans,1992,7.9,"29,072","Animation, Action, Adventure",30 ,Series,TV-Y7-FV,66,None,Mild,None,None,Mild
4081,Broad City,1992,8.4,"28,943",Comedy,22 ,Series,TV-14,50,Moderate,None,Moderate,Severe,Mild
4083,Mike and Dave Need Wedding Dates,2016,6.0,"86,157","Comedy, Romance",98 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
4084,The Hunchback of Notre Dame,1996,7.0,"148,870","Animation, Drama, Family",91 ,Film,G,-,Mild,Moderate,Mild,Mild,Moderate
4085,Enemy at the Gates,2001,7.6,"252,026","Drama, History, War",131 ,Film,R,-,Moderate,Severe,Mild,Mild,Moderate
4086,Accepted,2006,6.4,"128,887",Comedy,93 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
4087,McMafia,2006,7.7,"14,696","Crime, Drama, Thriller",60 ,Series,TV-14,9,Mild,Moderate,Moderate,Mild,Moderate
4088,The Exorcism of Emily Rose,2005,6.7,"124,490","Drama, Horror, Thriller",119 ,Film,PG-13,-,None,Moderate,Mild,Mild,Severe
4089,The Awakening,2011,6.5,"65,122","Horror, Thriller",102 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
4090,Clerks,1994,7.7,"216,743",Comedy,92 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
4091,Bad Boys II,2003,6.6,"240,418","Action, Comedy, Crime",147 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
4093,Black Sunday,1977,6.8,"7,515","Adventure, Crime, Drama",143 ,Film,R,-,None,Severe,Mild,Mild,Moderate
4094,IO,2019,4.7,"32,827","Adventure, Drama, Sci-Fi",96 ,Film,TV-14,-,Mild,None,Mild,None,Mild
4096,Rescue Me,2019,8.3,"25,738","Comedy, Drama",60 ,Series,TV-MA,95,Severe,Moderate,Severe,Severe,Severe
4097,The Bridge,2019,7.6,"18,528","Crime, Drama, Mystery",43 ,Series,TV-MA,26,Mild,Severe,Moderate,Moderate,Moderate
4098,The Bourne Ultimatum,2007,8.0,"617,345","Action, Adventure, Mystery",115 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
4099,Romy and Michele's High School Reunion,1997,6.2,"44,930",Comedy,92 ,Film,R,-,Mild,None,Mild,Mild,None
4100,While You Were Sleeping,1995,6.7,"96,463","Comedy, Drama, Romance",103 ,Film,PG,-,Mild,None,Mild,Mild,None
4102,Every Which Way but Loose,1978,6.3,"26,080","Action, Comedy",114 ,Film,PG,-,Moderate,Mild,Moderate,Moderate,Mild
4103,Macbeth,2015,6.6,"54,784","Drama, History, War",113 ,Film,R,-,Mild,Severe,None,Mild,Moderate
4104,Tumbbad,2018,8.3,"37,344","Drama, Fantasy, Horror",104 ,Film,Not Rated,-,Mild,Moderate,Mild,Mild,Moderate
4105,Alone in the Dark,1982,6.1,"5,378","Horror, Thriller",92 ,Film,R,-,Moderate,Moderate,Mild,None,Moderate
4106,Westworld,1973,7.0,"55,319","Action, Sci-Fi, Thriller",88 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
4107,In the Cut,2003,5.3,"23,076","Mystery, Thriller",119 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
4110,Escape Plan,2013,6.7,"235,362","Action, Thriller",115 ,Film,R,-,None,Severe,Severe,Mild,Mild
4111,Sleeping with the Enemy,1991,6.3,"54,035","Drama, Thriller",99 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
4112,Messiah,2020,7.6,"40,704","Drama, Mystery, Thriller",43 ,Series,TV-MA,10,Mild,Mild,Moderate,Mild,Mild
4113,Deep Rising,1998,6.1,"35,602","Action, Adventure, Horror",106 ,Film,R,-,Mild,Severe,Mild,Mild,Moderate
4114,Day of the Dead,1985,7.1,"66,401","Horror, Thriller",101 ,Film,Not Rated,-,None,Severe,Severe,Mild,Severe
4116,22 Jump Street,2014,7.0,"358,915","Action, Comedy, Crime",112 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
4117,Doctor Zhivago,1965,8.0,"72,957","Drama, Romance, War",197 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4118,Terror Train,1980,5.8,"11,159","Horror, Mystery, Thriller",97 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
4120,Extinction,2018,5.8,"50,067","Action, Drama, Sci-Fi",95 ,Film,TV-MA,-,None,Moderate,Mild,None,Moderate
4121,The Last Picture Show,1971,8.0,"45,203","Drama, Romance",118 ,Film,R,-,Moderate,Mild,Mild,Mild,None
4122,Skam,1971,8.6,"30,748","Drama, Romance",30 ,Series,Not Rated,43,Moderate,Mild,Mild,Moderate,Mild
4123,The Insider,1999,7.8,"166,344","Biography, Drama, Thriller",157 ,Film,R,-,None,Mild,Moderate,Mild,Mild
4124,Kodachrome,2017,6.8,"14,642",Drama,105 ,Film,TV-MA,-,None,None,Moderate,Moderate,None
4125,The Dead Zone,1983,7.2,"66,644","Drama, Horror, Sci-Fi",103 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
4127,What Lies Beneath,2000,6.6,"121,865","Drama, Horror, Mystery",130 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4128,The Hate U Give,2018,7.5,"33,758","Crime, Drama",133 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Severe
4129,Pale Rider,1985,7.3,"56,565","Drama, Western",115 ,Film,R,-,Mild,Severe,Mild,Mild,Moderate
4130,The Last Black Man in San Francisco,2019,7.3,"16,962",Drama,121 ,Film,R,-,Mild,Mild,Severe,Mild,Mild
4132,The Wrestler,2008,7.9,"297,304","Drama, Sport",109 ,Film,R,-,Severe,Severe,Moderate,Moderate,Moderate
4133,12 Strong,2018,6.6,"74,061","Action, Drama, History",130 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
4134,Always Be My Maybe,2019,6.8,"51,053","Comedy, Romance",101 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
4135,Magic Mike XXL,2015,5.6,"54,253","Comedy, Drama, Music",115 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
4136,Attack the Block,2011,6.7,"104,078","Action, Adventure, Comedy",88 ,Film,R,-,Mild,Severe,Severe,Severe,Moderate
4138,Inheritance,2020,5.5,"11,263","Drama, Mystery, Thriller",111 ,Film,TV-MA,-,None,Mild,Moderate,Mild,Moderate
4139,Deadly Illusions,2021,3.7,"11,038","Drama, Thriller",114 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
4140,Horrible Bosses 2,2014,6.3,"164,781","Comedy, Crime",108 ,Film,R,-,Moderate,Moderate,Severe,Mild,None
4141,The Fairly OddParents,2014,7.2,"36,564","Animation, Adventure, Comedy",30 ,Series,TV-Y7,159,Mild,Mild,Mild,None,Mild
4142,Kara Sevda,2014,7.3,"7,727","Drama, Romance",90 ,Series,TV-14,74,Mild,Severe,Moderate,Moderate,Moderate
4144,The Conversation,1974,7.8,"106,092","Drama, Mystery, Thriller",113 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
4145,Star Trek: The Motion Picture,1979,6.4,"86,322","Adventure, Mystery, Sci-Fi",132 ,Film,G,-,None,Mild,Mild,None,Mild
4146,Funny Games,1997,7.6,"69,536","Crime, Drama, Thriller",108 ,Film,Not Rated,-,Mild,Severe,Mild,Mild,Severe
4147,Jungle,2017,6.7,"53,145","Action, Adventure, Biography",115 ,Film,R,-,Mild,Mild,Moderate,Mild,Moderate
4148,Poltergeist,2015,4.9,"56,692","Horror, Thriller",93 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
4149,Blair Witch,2016,5.0,"43,679","Horror, Mystery, Thriller",89 ,Film,R,-,None,Moderate,Severe,Mild,Severe
4150,Gwendoline,1984,5.3,"2,858","Action, Adventure, Comedy",105 ,Film,R,-,Moderate,Moderate,Mild,Mild,Mild
4151,Bride Wars,2009,5.5,"104,026","Comedy, Romance",89 ,Film,PG,-,Mild,None,Mild,Mild,None
4152,I Dream of Jeannie,2009,7.4,"14,582","Comedy, Family, Fantasy",30 ,Series,TV-G,139,None,None,None,None,None
4153,La Strada,1954,8.0,"60,963",Drama,108 ,Film,Not Rated,-,None,Mild,Mild,Moderate,Mild
4155,How to Train Your Dragon: The Hidden World,2019,7.5,"115,487","Animation, Action, Adventure",104 ,Film,PG,-,None,Mild,None,None,Mild
4156,I Love Lucy,2019,8.4,"23,300","Comedy, Family",30 ,Series,TV-G,181,None,None,None,Mild,None
4157,It's a Mad Mad Mad Mad World,1963,7.5,"39,857","Action, Adventure, Comedy",210 ,Film,G,-,None,Mild,None,Mild,None
4158,All the Money in the World,2017,6.8,"80,525","Biography, Crime, Drama",132 ,Film,R,-,Mild,Moderate,Mild,Moderate,Moderate
4159,Klaus,2019,8.2,"120,667","Animation, Adventure, Comedy",96 ,Film,PG,-,None,None,None,None,Mild
4160,Heavy Metal,1981,6.7,"33,533","Animation, Adventure, Fantasy",86 ,Film,R,-,Severe,Severe,Moderate,Moderate,Moderate
4161,The Wrong Missy,2020,5.7,"36,072","Comedy, Romance",90 ,Film,TV-MA,-,Moderate,Mild,Severe,Moderate,Mild
4162,Fences,2016,7.2,"103,351",Drama,139 ,Film,PG-13,-,None,Mild,Moderate,Mild,Mild
4163,Warrior Queen,1987,3.3,779,Drama,79 ,Film,R,-,Moderate,Moderate,None,Mild,Mild
4164,Zombie Strippers!,2008,4.1,"18,110","Comedy, Horror, Sci-Fi",94 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
4165,Year One,2009,4.9,"95,446",Comedy,97 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
4167,Observe and Report,2009,5.8,"62,197","Comedy, Crime, Drama",86 ,Film,R,-,Severe,Moderate,Severe,Severe,Mild
4168,Taxi,2004,4.5,"41,434","Action, Comedy, Crime",97 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,None
4169,Species II,1998,4.4,"28,643","Action, Horror, Sci-Fi",93 ,Film,R,-,Severe,Severe,Moderate,Mild,Severe
4170,Shigatsu wa kimi no uso,1998,8.6,"22,719","Animation, Drama, Music",23 ,Series,TV-PG,23,Mild,Mild,Mild,Mild,Moderate
4171,Riviera,1998,6.7,"7,383","Drama, Thriller",60 ,Series,TV-MA,28,Moderate,Moderate,Mild,Moderate,Mild
4172,Paddington,2014,7.3,"105,614","Animation, Adventure, Comedy",95 ,Film,PG,-,None,Mild,None,Mild,Mild
4173,The Clovehitch Killer,2018,6.6,"22,808","Crime, Drama, Mystery",109 ,Film,Unrated,-,Moderate,Moderate,Mild,None,Moderate
4174,Kiseijû: Sei no kakuritsu,2018,8.3,"30,877","Animation, Action, Horror",22 ,Series,TV-MA,24,Moderate,Severe,Mild,Mild,Severe
4175,Breach,2020,3.0,"16,444","Action, Horror, Sci-Fi",92 ,Film,R,-,Severe,Severe,Severe,Moderate,Moderate
4176,Do lok tin si,1995,7.7,"33,181","Comedy, Crime, Drama",99 ,Film,Not Rated,-,Moderate,Moderate,Mild,Moderate,Mild
4177,Buffalo '66,1998,7.5,"51,663","Comedy, Drama, Romance",110 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
4178,A Room with a View,1985,7.3,"41,885","Drama, Romance",117 ,Film,Not Rated,-,Moderate,Mild,None,Mild,Mild
4179,The Rocketeer,1991,6.5,"55,673","Action, Adventure, Family",108 ,Film,PG,-,None,Mild,Mild,Mild,Mild
4180,Safe Haven,2013,6.7,"107,820","Drama, Romance, Thriller",115 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
4181,Cool Hand Luke,1967,8.1,"170,487","Crime, Drama",127 ,Film,GP,-,Mild,Mild,Mild,Mild,Moderate
4182,The Terminal Man,1974,5.7,"2,221","Horror, Sci-Fi, Thriller",107 ,Film,PG,-,None,None,None,None,None
4184,The Big Chill,1983,7.2,"35,267","Comedy, Drama",105 ,Film,R,-,Mild,None,Moderate,Moderate,Mild
4185,Curse of Chucky,2013,5.6,"36,923","Adventure, Comedy, Fantasy",97 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
4186,RoboCop,2014,6.1,"221,688","Action, Crime, Sci-Fi",117 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
4187,Jack Whitehall: Travels with My Father,2014,7.6,"4,867","Documentary, Comedy",30 ,Series,TV-MA,18,Mild,None,Severe,Mild,None
4188,Serenity,2019,5.4,"39,075","Drama, Mystery, Thriller",106 ,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
4189,Come from Away,2021,8.8,"1,571","Comedy, Drama, Musical",106 ,Film,TV-14,-,None,None,Moderate,Mild,None
4190,Neighbors,2014,6.3,"298,106",Comedy,97 ,Film,R,-,Severe,Mild,Severe,Severe,None
4191,The Rhythm Section,2020,5.4,"15,846","Action, Drama, Mystery",109 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
4192,DCI Banks,2020,7.6,"6,723","Crime, Drama, Mystery",45 ,Series,TV-14,32,Severe,Moderate,Mild,Moderate,Moderate
4193,The Lone Ranger,2013,6.4,"227,651","Action, Adventure, Western",150 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
4194,Yeoshingangrim,2013,8.1,"4,064","Comedy, Drama, Romance",70 ,Series,TV-Y,16,None,Mild,None,Mild,Mild
4195,Speed Racer,2008,6.0,"71,302","Action, Adventure, Comedy",135 ,Film,PG,-,None,Mild,Mild,None,Mild
4196,The Beach Bum,2019,5.5,"20,683",Comedy,95 ,Film,R,-,Severe,Mild,Severe,Severe,Mild
4197,American Pie 2,2001,6.4,"247,420",Comedy,108 ,Film,R,-,Severe,Mild,Severe,Moderate,None
4198,Agatha Raisin,2001,7.3,"3,744","Comedy, Drama, Mystery",60 ,Series,Not Rated,20,Moderate,Moderate,Mild,Mild,Moderate
4201,Sesame Street,2001,8.1,"12,941","Animation, Adventure, Comedy",55 ,Series,TV-Y,2257,None,None,None,None,Mild
4203,Above Suspicion,2019,5.6,"4,689","Action, Biography, Crime",104 ,Film,R,-,Mild,Severe,Moderate,Severe,Moderate
4204,Killer Joe,2011,6.7,"75,709","Crime, Drama, Thriller",102 ,Film,Unrated,-,Severe,Severe,Severe,Moderate,Severe
4205,"Legally Blonde 2: Red, White & Blonde",2003,4.8,"64,245",Comedy,95 ,Film,PG-13,-,None,None,Mild,None,None
4207,King Kong,1976,5.9,"31,536","Adventure, Horror",134 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
4208,G.I. Jane,1997,6.0,"77,700","Action, Drama, War",125 ,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
4209,The Fountain,2006,7.2,"234,133","Drama, Mystery, Romance",97 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
4210,Dinner for Schmucks,2010,5.9,"104,056",Comedy,114 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
4211,Mortal Kombat Legends: Battle of the Realms,2021,6.6,"4,097","Animation, Action, Adventure",80 ,Film,R,-,None,Severe,Moderate,None,Moderate
4212,The Return of the Texas Chainsaw Massacre,1994,3.3,"21,413","Comedy, Horror, Thriller",87 ,Film,R,-,Mild,Mild,Severe,Mild,Moderate
4213,Madeo,2009,7.8,"58,858","Crime, Drama, Mystery",129 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
4214,Get Shorty,1995,6.9,"80,782","Comedy, Crime, Thriller",105 ,Film,R,-,Mild,Moderate,Severe,Moderate,None
4216,I Am Mother,2019,6.7,"83,654","Drama, Mystery, Sci-Fi",113 ,Film,TV-14,-,None,Moderate,Mild,None,Mild
4217,Den 12. mann,2017,7.4,"23,841","Drama, History, Thriller",135 ,Film,Unrated,-,None,Severe,None,Mild,Severe
4218,Staten Island Summer,2015,5.6,"6,942","Comedy, Drama",108 ,Film,R,-,Mild,Mild,Severe,Severe,None
4219,V/H/S Viral,2014,4.2,"15,950","Horror, Thriller",81 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
4220,Little Monsters,1989,6.1,"12,406","Adventure, Comedy, Family",100 ,Film,PG,-,Mild,Moderate,Moderate,Mild,Moderate
4221,Fun Size,2012,5.4,"14,231","Adventure, Comedy",86 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
4222,Bottle Rocket,1996,7.0,"73,454","Comedy, Crime, Drama",91 ,Film,R,-,Mild,Mild,Moderate,Mild,None
4223,Zathura: A Space Adventure,2005,6.2,"98,983","Action, Adventure, Comedy",101 ,Film,PG,-,None,Mild,Mild,None,Moderate
4224,Electric Dreams,2005,7.3,"15,113",Sci-Fi,60 ,Series,TV-MA,10,Severe,Moderate,Moderate,Mild,Mild
4226,Hell's Kitchen,2017,7.1,"19,863","Game-Show, Reality-TV",42 ,Series,TV-14,312,None,Mild,Severe,Mild,Mild
4227,Escape Room,2017,4.2,"11,494","Horror, Thriller",81 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
4228,Everybody Hates Chris,2017,7.4,"35,802","Comedy, Drama, Music",22 ,Series,TV-PG,88,None,Mild,Mild,Mild,None
4229,Menace II Society,1993,7.5,"55,261","Crime, Drama, Thriller",97 ,Film,R,-,Mild,Severe,Severe,Severe,Severe
4230,Hachi: A Dog's Tale,2009,8.1,"267,501","Biography, Drama, Family",93 ,Film,G,-,None,None,None,None,Mild
4231,L'amant,1992,6.9,"20,291","Biography, Drama, Romance",115 ,Film,R,-,Severe,Mild,Mild,Moderate,Mild
4233,The 13th Warrior,1999,6.6,"120,562","Action, Adventure, History",102 ,Film,R,-,None,Moderate,None,Mild,Moderate
4234,The Man in the Iron Mask,1998,6.5,"161,678","Action, Adventure, Drama",132 ,Film,PG-13,-,Mild,Mild,Mild,None,None
4235,Ai no korîda,1976,6.6,"19,770","Drama, Romance",109 ,Film,X,-,Severe,Severe,Moderate,Mild,Severe
